time,mrid,phase,p,q
1672533720,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,536528.101967,166440.961377
1672533720,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,606001.056348,201157.12889499997
1672533780,_903a0e85-6a11-4b8e-82cf-163376df7764,A,679152.7648949999,248772.30261399996
1672533780,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,536335.282697,166321.931806
1672533780,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,605755.698135,201011.719775
1672533840,_903a0e85-6a11-4b8e-82cf-163376df7764,A,677312.190189,247640.559177
1672533840,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,535148.938371,165589.66165
1672533840,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,604246.279706,200117.06928000003
1672533900,_903a0e85-6a11-4b8e-82cf-163376df7764,A,679635.69096,249069.31553400005
1672533900,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,536646.5608349999,166514.087948
1672533900,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,606151.881684,201246.415884
1672533960,_903a0e85-6a11-4b8e-82cf-163376df7764,A,677663.681103,247856.65765799998
1672533960,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,535375.4891480001,165729.490178
1672533960,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,604534.5002629999,200287.91838499997
1672534020,_903a0e85-6a11-4b8e-82cf-163376df7764,A,678551.7761429999,248402.73616699997
1672534020,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,535947.912317,166082.81208599996
1672534020,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,605262.9361450002,200719.52398100003
1672534080,_903a0e85-6a11-4b8e-82cf-163376df7764,A,677832.716728,247960.593649
1672534080,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,535484.441303,165796.73680499996
1672534080,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,604673.188917,200370.042896
1672534140,_903a0e85-6a11-4b8e-82cf-163376df7764,A,680479.447489,249588.27948699996
1672534140,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,537190.420581,166849.84464200004
1672534140,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,606843.832115,201656.634442
1672534200,_903a0e85-6a11-4b8e-82cf-163376df7764,A,679431.790324,248943.894843
1672534200,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,536515.131074,166432.95525
1672534200,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,605984.465911,201147.392491
1672534260,_903a0e85-6a11-4b8e-82cf-163376df7764,A,676754.087373,247297.453632
1672534260,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,534789.219239,165367.651344
1672534260,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,603788.579589,199845.838124
1672534358,_903a0e85-6a11-4b8e-82cf-163376df7764,A,626036.997187,242902.956946
1672534358,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,484191.482353,161588.177284
1672534358,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,553179.075952,195950.814208
1672534380,_903a0e85-6a11-4b8e-82cf-163376df7764,A,624368.367676,241884.76712400006
1672534380,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,483114.74449500005,160929.109817
1672534380,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,551810.021267,195145.301227
1672534440,_903a0e85-6a11-4b8e-82cf-163376df7764,A,625319.2051499999,242464.84941500003
1672534440,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,483728.299817,161304.651544
1672534440,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,552590.027983,195604.353325
1672534500,_903a0e85-6a11-4b8e-82cf-163376df7764,A,626015.569405,242889.72876500004
1672534500,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,484177.65356,161579.713002
1672534500,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,553161.1602269999,195940.647116
1672534560,_903a0e85-6a11-4b8e-82cf-163376df7764,A,626089.222801,242934.702066
1672534560,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,484225.1795469999,161608.80808000002
1672534560,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,553221.455673,195976.275714
1672534620,_903a0e85-6a11-4b8e-82cf-163376df7764,A,624917.4474799999,242219.730896
1672534620,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,483469.052315,161145.969084
1672534620,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,552260.3886500001,195410.41599100002
1672534680,_903a0e85-6a11-4b8e-82cf-163376df7764,A,626058.421904,242915.87877699998
1672534680,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,484205.306092,161596.64017200004
1672534680,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,553196.334341,195961.328108
1672534740,_903a0e85-6a11-4b8e-82cf-163376df7764,A,621779.48845,240305.829625
1672534740,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,481444.246295,159906.81236
1672534740,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,549686.617401,193895.521235
1672534800,_903a0e85-6a11-4b8e-82cf-163376df7764,A,620501.6872659998,239526.77244099998
1672534800,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,480619.76166,159402.343098
1672534800,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,548638.851493,193278.662987
1672534860,_903a0e85-6a11-4b8e-82cf-163376df7764,A,623242.045004,241197.77942
1672534860,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,482387.969218,160484.308966
1672534860,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,550886.523063,194601.35537800007
1672534920,_903a0e85-6a11-4b8e-82cf-163376df7764,A,621104.432109,239894.24031499997
1672534920,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,481008.673155,159640.294413
1672534920,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,549133.1170989999,193569.610097
1672534980,_903a0e85-6a11-4b8e-82cf-163376df7764,A,623981.325652,241648.696993
1672534980,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,482865.000648,160776.254228
1672534980,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,551492.854915,194958.281387
1672535040,_903a0e85-6a11-4b8e-82cf-163376df7764,A,624964.319478,242248.33736
1672535040,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,483499.299108,161164.48129
1672535040,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,552298.960829,195432.98203500002
1672535100,_903a0e85-6a11-4b8e-82cf-163376df7764,A,621527.683888,240152.29663199998
1672535100,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,481281.77148799994,159807.395417
1672535100,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,549480.1566850002,193773.94806300002
1672535160,_903a0e85-6a11-4b8e-82cf-163376df7764,A,625574.9872940001,242620.92347800004
1672535160,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,483893.353693,161405.68125600004
1672535160,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,552800.002216,195727.77442399997
1672535220,_903a0e85-6a11-4b8e-82cf-163376df7764,A,627503.310749,243797.627305
1672535220,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,485137.68953999993,162167.43777199998
1672535220,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,554381.484311,196659.148373
1672535280,_903a0e85-6a11-4b8e-82cf-163376df7764,A,623838.025093,241561.254159
1672535280,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,482772.529496,160719.66396
1672535280,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,551374.937349,194889.295435
1672535340,_903a0e85-6a11-4b8e-82cf-163376df7764,A,622291.125473,240617.83233299997
1672535340,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,481774.380619,160108.823468
1672535340,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,550106.384252,194142.41802400004
1672535400,_903a0e85-6a11-4b8e-82cf-163376df7764,A,623570.1706200001,241397.902207
1672535400,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,482599.695334,160613.88464300003
1672535400,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,551155.548893,194759.81854300003
1672535460,_903a0e85-6a11-4b8e-82cf-163376df7764,A,620999.9574430002,239830.54107100004
1672535460,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,480941.261946,159599.048926
1672535460,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,549047.4111630002,193519.196062
1672535520,_903a0e85-6a11-4b8e-82cf-163376df7764,A,622805.430271,240931.490928
1672535520,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,482106.23939699994,160311.89950500004
1672535520,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,550528.380894,194390.596806
1672535580,_903a0e85-6a11-4b8e-82cf-163376df7764,A,623503.206605,241357.05567800003
1672535580,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,482556.485529,160587.440617
1672535580,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,551100.593798,194727.50605899998
1672535640,_903a0e85-6a11-4b8e-82cf-163376df7764,A,621062.910151,239868.923174
1672535640,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,480981.881439,159623.901975
1672535640,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,549099.046922,193549.57766500002
1672535700,_903a0e85-6a11-4b8e-82cf-163376df7764,A,617020.970773,237423.40306599997
1672535700,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,478368.82006199996,158040.494688
1672535700,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,545777.042422,191613.362123
1672535760,_903a0e85-6a11-4b8e-82cf-163376df7764,A,617006.809192,237396.76900799997
1672535760,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,478364.819609,158022.95742800005
1672535760,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,545772.838818,191592.17537599997
1672535820,_903a0e85-6a11-4b8e-82cf-163376df7764,A,620774.9332320001,239693.38186100006
1672535820,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,480796.072042,159510.211642
1672535820,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,548863.234038,193410.392919
1672535880,_903a0e85-6a11-4b8e-82cf-163376df7764,A,621107.11081,239895.88596600003
1672535880,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,481010.403059,159641.351317
1672535880,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,549135.457391,193570.82813799998
1672535940,_903a0e85-6a11-4b8e-82cf-163376df7764,A,619900.266835,239160.14348299996
1672535940,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,480231.708009,159164.931011
1672535940,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,548145.631791,192988.398237
1672536000,_903a0e85-6a11-4b8e-82cf-163376df7764,A,620894.142679,239766.046081
1672536000,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,480872.98855400004,159557.27393800003
1672536000,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,548960.838206,193468.014678
1672536060,_903a0e85-6a11-4b8e-82cf-163376df7764,A,617827.997272,237897.138422
1672536060,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,478894.648179,158347.021996
1672536060,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,546446.105778,191988.462929
1672536120,_903a0e85-6a11-4b8e-82cf-163376df7764,A,620503.026522,239527.608779
1672536120,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,480620.62815199996,159402.87083299996
1672536120,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,548640.178245,193279.190035
1672536180,_903a0e85-6a11-4b8e-82cf-163376df7764,A,619794.44742,239095.641515
1672536180,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,480163.430981,159123.160102
1672536180,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,548058.878675,192937.313749
1672536240,_903a0e85-6a11-4b8e-82cf-163376df7764,A,619239.89256,238757.61963099998
1672536240,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,479805.620364,158904.26520800003
1672536240,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,547604.1039679999,192669.685225
1672536315,_903a0e85-6a11-4b8e-82cf-163376df7764,A,529351.791624,228855.68724899998
1672536315,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,392193.009598,151366.30038100004
1672536315,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,458817.243022,184409.966685
1672536360,_903a0e85-6a11-4b8e-82cf-163376df7764,A,532226.144157,230580.36021799996
1672536360,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,394053.025438,152485.60907199996
1672536360,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,461176.85810300004,185779.14969
1672536420,_903a0e85-6a11-4b8e-82cf-163376df7764,A,534441.8618880002,231913.745461
1672536420,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,395485.93660400005,153350.926502
1672536420,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,462994.352645,186837.678164
1672536480,_903a0e85-6a11-4b8e-82cf-163376df7764,A,533872.9265179998,231571.31109699997
1672536480,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,395117.99858,153128.716783
1672536480,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,462527.493662,186565.943478
1672536540,_903a0e85-6a11-4b8e-82cf-163376df7764,A,536521.164607,233165.47532600004
1672536540,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,396830.67562799994,154163.16664
1672536540,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,464700.080731,187831.237736
1672536600,_903a0e85-6a11-4b8e-82cf-163376df7764,A,541061.082141,235899.943264
1672536600,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,399766.918307,155937.26551100003
1672536600,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,468424.638972,190001.315931
1672536660,_903a0e85-6a11-4b8e-82cf-163376df7764,A,544223.826728,237806.08572500004
1672536660,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,401812.587748,157173.73727899996
1672536660,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,471019.391743,191513.83259500004
1672536720,_903a0e85-6a11-4b8e-82cf-163376df7764,A,545662.877043,238673.697329
1672536720,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,402743.403262,157736.479896
1672536720,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,472199.98754299997,192202.239917
1672536780,_903a0e85-6a11-4b8e-82cf-163376df7764,A,543400.13762,237309.54005500002
1672536780,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,401279.811952,156851.67572700002
1672536780,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,470343.255513,191120.061548
1672536840,_903a0e85-6a11-4b8e-82cf-163376df7764,A,541185.249329,235974.72903500003
