time,mrid,node,phase,voltage
1672531200,_4fc629ae-e462-42cc-854d-8e7fd4c29e82,23,A,0.9767892595915494
1672531200,_8c279637-4ef5-4dd6-8e3a-5fba4dde5683,23,B,0.9959466789920194
1672531200,_9a4410ca-40b8-4127-81bf-aa2b1935be73,23,C,0.9835101866989252
1672531200,_3330056f-8e13-43a9-8235-cf647fc3357f,17,C,0.9885591452032259
1672531200,_c88c4eb2-376b-42ee-86b1-dd9751fe6e6b,94,A,0.9747236166131056
1672531200,_1c03ccfd-8162-4f13-aff4-64f394b2efd2,100,C,0.9831645970984073
1672531200,_3750c076-ca1f-47d7-814f-ee92d0186682,43,B,0.9929579572511054
1672531200,_80d234a9-6ef3-4bab-b7d7-d0fd0377e42c,96,B,0.9953394767224915
1672531200,_0c0774cd-b35c-4fe9-a83f-bc712623d0b4,61s,B,0.9958322121815224
1672531200,_555c5b86-23ac-4aa5-a09f-ba57c160d67a,61s,C,0.9847006161002739
1672531200,_5bf5ea94-8b46-4aaf-9d9d-3030c9d42891,61s,A,0.9753514450160212
1672531200,_6fdad94a-2fce-405b-8ed5-73e7d71f047d,87,A,0.9755764794120712
1672531200,_a3aa6983-28c8-4725-9bf6-4f8fc69926a2,87,C,0.9863615438980792
1672531200,_f06264d4-9a84-440f-b10b-01f9d9eeb192,87,B,0.9958367829823402
1672531200,_11fd1797-10a1-4af0-a28f-63ed88ebc86d,85,C,0.9868803098764788
1672531200,_af675b16-38c3-4f29-9cb2-62358a1724e9,4,C,0.9951222714334383
1672531200,_434fbb07-d1ca-4c7e-87f5-54f998a04da2,82,A,0.9811849034710384
1672531200,_8874e582-31b0-41fc-b011-f179311e8c13,16,C,0.9883346343581215
1672531200,_259925b1-94a0-4646-a5c6-99cce5f6c6f4,82,A,0.9811849034710384
1672531200,_4aa2b967-e6e1-47b4-a137-3c7b0f5196bd,82,B,1.0024632347997928
1672531200,_b454fa92-d66d-402a-ad25-e903447d7d18,82,C,0.9894099260442433
1672531200,_5970b9e2-847f-436d-adb7-c2f4872b0ab2,70,A,0.97291224442599
1672531200,_a25f0e59-eb82-4722-a9be-f233e5e1da26,53,A,0.9788318178627352
1672531200,_75ee9ddd-0471-4ae4-8cad-afe53d555bdf,85,C,0.9868803098764788
1672531200,_b4a03ccc-695d-4ab1-80cf-17cefeed754a,28,A,0.9763447870708288
1672531200,_2e9aaf09-b0a4-4455-870e-c2d6624419c8,151,A,0.9726558920120887
1672531200,_481368d0-10be-4cc3-bc6a-37b811d9401f,151,B,0.9924538665704696
1672531200,_e90d06e3-bcf2-4ff5-ac9d-066b1bddd153,151,C,0.9817892518601715
1672531200,_a9771e7f-363d-45ce-b0bb-072feece5a05,43,B,0.9929579572511054
1672531200,_04c13b28-9f1d-4228-8995-79b5f121844e,197,B,0.9955712893661421
1672531200,_47aa857a-ae0d-4181-9efb-a6bce807bcca,197,A,0.9742546904255485
1672531200,_5a587a76-9ebb-4231-95d4-c08bc397f539,197,C,0.9835437507339195
1672531200,_4d8c67dd-4b21-42f3-953e-d98e8478101a,74,C,0.9828277523206583
1672531200,_0f22c142-8b3f-49ac-930d-01aaea872d94,25r,A,0.9765039057952782
1672531200,_58d2d510-9cc5-492b-8d1d-ef67959cf74b,25r,C,0.9831314430293914
1672531200,_122e27c5-9033-4f71-924d-3c9af5d5d067,64,B,0.9934631716841061
1672531200,_247eac8a-5d49-4070-8ba8-5440b8fb8b0d,51,A,0.9726558781166112
1672531200,_2e663915-ee0f-425b-b9e0-557cff5ffd4a,51,B,0.9924538437930649
1672531200,_5da1595c-3906-4659-b284-502ca214bd4e,51,C,0.9817892393533952
1672531200,_1e15b7b5-369f-4ce3-a67e-e8bcc14476c4,29,C,0.9827918623876506
1672531200,_f2c4dafa-e72c-4878-9a51-a092aebf0489,29,B,0.9963033066315767
1672531200,_fe86c2bb-26ac-47ef-816a-68b006dab8ab,29,A,0.976273064654864
1672531200,_aefb3198-24e3-4373-9a0e-0e4a5f1e94d1,70,A,0.97291224442599
1672531200,_0ccfbc71-5c4d-472d-b89e-d1ad97598935,76,A,0.9759045957673951
1672531200,_33da11e1-06df-4177-b7e6-9d722a1c7a50,25,A,0.9765041994926696
1672531200,_781b115c-9aaa-434f-b5f9-c80511b0df5d,25,B,0.9961404794779952
1672531200,_b2197ad2-e239-4c80-9fa3-deadd06788f5,25,C,0.9831317367767693
1672531200,_afbb3a36-fff1-4ddc-840b-ac79d6136f36,44,A,0.9732891750336155
1672531200,_d51cadc4-6aac-4224-b557-9757e1c54f24,44,B,0.9931078743931533
1672531200,_ecf50b2c-eb5a-4a25-8d19-264cde2799a4,44,C,0.9825050545129665
1672531200,_29263fa8-c129-45f1-a9ec-ed9493316938,76,C,0.9852359029612144
1672531200,_34dbf60c-0b2a-4b0c-906d-eac16beb6897,76,A,0.9759045957673951
1672531200,_a6448122-b023-45e4-93c2-dd4e9688d672,76,B,0.9967633561837163
1672531200,_27ba4c04-e058-4826-942a-5951bc954cc5,87,B,0.9958367829823402
1672531200,_b71bd896-7915-4538-9f55-caac29d70888,76,C,0.9852359029612144
1672531200,_7b3e4eaa-ff88-4fa7-b099-3b0146619931,62,A,0.9748201336232721
1672531200,_945ccf63-5a63-4e8c-a02e-1ec25aa4c3f5,62,B,0.99511923383917
1672531200,_acfd58f9-b100-439f-b9d6-1ddba342ddeb,62,C,0.9833992415391883
1672531200,_ecb2103f-385a-4f8b-b7e5-12c30c048d0d,29,A,0.976273064654864
1672531200,_f18a9521-8ab7-4858-93cd-2456a5ecd87c,110,A,0.9693660315179298
1672531200,_24f45d84-ec9a-45c8-ad4a-80848f6e4696,72,A,0.9755768147084102
1672531200,_7ec53cbb-5642-421d-88a9-1ecb9c21d7d6,72,C,0.9845396951828951
1672531200,_fd8da52a-903f-4745-8fb9-dd6c4afd35fa,72,B,0.9964471939630923
1672531200,_bfbbd8fb-22a1-4392-ae42-c33c8effb512,76,B,0.9967633561837163
1672531200,_51388079-f080-4dd3-bbe9-285f9ae94a7e,96,B,1.7252550929856518
1672531200,_36686da5-a53d-4b59-9a4d-760fabc58663,97,C,0.983545553447496
1672531200,_855d4098-afb7-4f6d-93b0-b52ca5e48113,97,B,0.9955730016705396
1672531200,_c58b6e06-ff73-45de-898a-1e59767aa176,97,A,0.9742566443245022
1672531200,_f5eecd35-9e45-4895-9aab-5deea03fef1b,38,B,0.9942701444343824
1672531200,_2c6e8f67-a6db-4009-8eb0-671c18f3ade5,64,C,0.9811565254023414
1672531200,_315a9713-5abe-474d-82f1-9428db1713af,64,B,0.9934631716841061
1672531200,_998a8af7-bcaa-4e0e-b554-f18056d3ddc8,64,A,0.973994477859648
1672531200,_c8c99606-d954-4138-994b-a7ed923adcfb,66,A,0.9734518003648461
1672531200,_f4b71e5e-2fdd-4dbc-8d37-9092df33e82e,66,B,0.9930261540534598
1672531200,_f550de34-ba34-4d08-9685-94f28854d7d2,66,C,0.9785164274059106
1672531200,_dcccf925-6357-4fa6-a425-24c991ce9f6d,66,C,0.9785164274059106
1672531200,_c4da6e49-3669-49e4-b715-51844e87e3c0,80,B,1.0005194362876204
1672531200,_290e2929-3a05-4fa8-b84d-68a9328cebeb,1,A,0.9938715547384144
1672531200,_479de388-92eb-449b-a62d-c93975c6d9dd,59,B,0.9968425708279708
1672531200,_aaf7f0d7-c7ba-4bc4-a1f7-4a1eee4ceae5,77,B,0.9982190194224164
1672531200,_34ee87fe-3769-45cc-81b0-a3d4fd7da87b,12,B,0.9985751650013848
1672531200,_3ae93f89-a93c-46fa-8f02-f90f8aeb73de,73,C,0.9836135553209747
1672531200,_58e09aff-5316-49fd-a317-6ea7566ec8f7,42,A,0.9739454745448461
1672531200,_6728ead4-f9fd-4741-a19e-7224b948ec63,84,C,0.9874135151487318
1672531200,_13a6401e-875b-41c1-858d-556a70ba3769,13,C,0.9893448953529465
1672531200,_16a50071-9d24-4019-b3bb-d579798368db,13,A,0.9824295647824588
1672531200,_1911d2bc-1db3-4430-b27b-9006d2e9ba04,13,B,0.9981295072015399
1672531200,_25916c05-c2e6-4a0a-b7b6-f939178391e4,75,C,0.982378748723759
1672531200,_1ec0f0ef-8079-47eb-bd88-7834f00ac8ce,15,C,0.9887555819972741
1672531200,_ce9c3d1f-9948-474e-8d8c-5ac88364648e,34,C,0.988923964565397
1672531200,_9cd74b07-3633-4ba5-9e93-10cf2d69f9bf,71,A,0.9726035552003379
1672531200,_0b5d3da6-4fd3-4135-a197-785a2d9484c7,6,C,0.9945189011507436
1672531200,_b7c932df-c9ac-447f-946f-6655148ecfa0,114,A,0.9680190075942166
1672531200,_98f482dd-d859-41f7-bbb1-7a8751f5ad88,49,C,0.9819413725154204
1672531200,_0080ade8-37ca-456b-9f74-57cee2dcec75,40,A,0.9748591387241136
1672531200,_722f4b6a-1ffa-4015-87c7-291c781b2ee2,40,B,0.9941335747182456
1672531200,_98f68687-0c1c-44fd-a705-123420755a22,40,C,0.9835340945101609
1672531200,_5288387a-0063-4915-bcd5-73f72ff28406,107,B,0.9936141577385292
1672531200,_c11b8dab-d0bf-4a97-b485-85192c5403b7,56,B,0.9980352813557306
1672531200,_b9246100-eb01-4628-ab98-dda68ad8356f,5,C,0.9947995342619939
1672531200,_804526d0-dff5-42b0-9e74-0fde602353b2,37,A,0.9750067732111087
1672531200,_5dcbf950-408a-47fc-9865-6d2baf40af00,45,A,0.9730646654324551
1672531200,_3033c087-c314-4683-84b3-ce985759b756,49,A,0.9727343662850387
1672531200,_71666723-8672-4e6f-a261-5d569b9f5b22,54,B,0.9981450956445556
1672531200,_af5f21c6-aefe-411c-9d72-acbf69469670,54,C,0.9875316025231561
1672531200,_87455f38-d9a0-44c5-823c-b36aa5840284,112,A,0.9690853933812221
1672531200,_1a677402-ddc3-461d-b74d-8641929ebf04,109,A,0.9702080012518092
1672531200,_3bb57611-4f1d-458c-aa5a-4b015454b1f0,84,C,0.9874135151487318
1672531200,_82eab29b-16ca-42f1-900a-2fea93b3599b,108,B,0.9946653578756098
1672531200,_c3cfffa1-3bdc-4349-961b-3ca20d9c96da,108,A,0.9719762692635772
1672531200,_f51e2d27-2119-4269-bd1d-1791a860314f,108,C,0.982732490100699
1672531200,_302c02e6-da66-4329-b0f0-84a7d6bc9d04,62,C,0.9833992415391883
1672531200,_072a5426-0c0a-402c-8847-387d534de568,79,B,0.9986939922312232
1672531200,_0f830ac9-740f-4a4a-85a6-06c529e6529f,79,A,0.9775038761653805
1672531200,_512c214c-f87a-45c7-b948-f1b27d3fc1b9,79,C,0.9867141815731281
1672531200,_fb308d13-74d3-45bb-9dbd-7c597ae0232d,111,A,0.969043323283559
1672531200,_799b4331-9ffb-48f6-b7e3-2e56d2f24b29,42,B,0.9935192179985675
1672531200,_a43d422d-137e-452e-99c4-01f048c750d2,42,A,0.9739454745448461
1672531200,_fd2c1d2f-2f06-4b7f-b5a2-373b10bc8515,42,C,0.9829895261482773
1672531200,_32d7447e-820f-41a3-87bf-6093142b99ba,5,C,0.9947995342619939
1672531200,_3323b390-1e75-4475-afd1-506f27941cea,65,B,0.9929272332820593
1672531200,_56c97077-ec8b-4961-8402-1d9fb8e23345,55,B,0.9981119798293699
1672531200,_a553e0c9-6e50-4abf-857b-fbc599aeb9a2,55,C,0.9875620983596424
1672531200,_6aca79a5-5ca2-40ed-9765-3324cd2288d5,37,A,0.9750067732111087
1672531200,_775685a7-138d-4b4c-8797-fca25739e4d5,58,B,0.9969828827155882
1672531200,_1fd6fbb7-9964-47c7-87cd-73d785abeb56,77,A,0.9772807101519554
1672531200,_5819d259-4c5a-436f-9d45-5150b896fb26,77,B,0.9982190194224164
1672531200,_622113f3-adaa-476f-a424-82ade28e57a9,77,C,0.9864549975507478
1672531200,_0119d407-043c-4df1-9d7a-83ea86f6367f,83,A,0.9822337754808395
1672531200,_29693e24-9b1a-4f65-b7bc-a4bd1184c391,83,C,0.9902911823376194
1672531200,_9617f56f-4b2c-4ba2-837b-9c057760d0a1,83,B,1.0035554558526332
1672531200,_d7321b0d-25b5-4456-b940-35266a1fa674,80,B,1.7342336895652086
1672531200,_8b325ee2-e50a-4566-89af-ea27c2bfda41,68,A,1.6886675203769492
1672531200,_18db7ecf-25f1-425d-82e2-defa8688378b,65,C,0.9791534136962974
1672531200,_1e716a19-917b-44c6-9e4c-0d72f79a024d,65,B,0.9929272332820593
1672531200,_84c78ab0-f45e-44cf-935c-fa0ecd3a40ee,65,A,0.9733510895195318
1672531200,_3a19d13c-9a40-48be-8995-3a9e5f0e191d,38,B,0.9942701444343824
1672531200,_72bb326c-6457-46f2-a3e2-bc3d35cd0ec9,22,B,0.9952911905837019
1672531200,_15889e1a-f68d-4eb3-8748-6144411ddc7b,89,A,0.9752813438683
1672531200,_4244056d-55bb-45f7-acb1-9d7250131ed0,89,C,0.986766762247187
1672531200,_6eb07871-06d9-470e-bf3b-857ce0449505,89,B,0.9959025291153001
1672531200,_23cb91fa-415e-49f1-907e-13abacc1b8ca,88,A,0.9757575708795957
1672531200,_805bf564-a410-418f-8fe8-07ac0b0a7171,2,B,0.9992844659479317
1672531200,_08b9b28b-f521-4e39-880c-efa78da29987,56,A,0.9781054434879342
1672531200,_9fd0e00f-a315-4b53-aef3-66682850ed05,56,B,0.9980352813557306
1672531200,_bca89d51-2869-47a8-b2da-df30be00c948,56,C,0.9875991307391714
1672531200,_6cf5f192-c886-4907-b1ab-528037b55166,71,A,0.9726035552003379
1672531200,_670e9b65-d818-4a4b-a80e-e805c98bf158,32,C,0.9824981318597291
1672531200,_24d1a313-8972-460a-8b02-46881caf1b88,152,A,0.9824200763780819
1672531200,_9b3016b2-d4ff-4a45-b17c-8e0c8d2c6abd,152,C,0.9893357212957518
1672531200,_dfe308c4-ec4e-44ba-af20-c2067838eada,152,B,0.998120443976789
1672531200,_1797131b-5268-4de9-ba08-1c301fe9f76f,32,C,0.9824981318597291
1672531200,_28d2f2c7-762b-4f3e-812a-c024c16993ce,47,C,0.9820753426700721
1672531200,_42c9c5ee-6761-4db3-9713-e9c8befd0894,47,A,0.9728482093218062
1672531200,_d298a539-788f-47dc-a278-656f4e2e53c9,47,B,0.9926517762766539
1672531200,_bdee998e-4d1d-40f2-8294-f5a10e3bdff1,33,A,0.9756778306809841
1672531200,_e3e68b49-02dd-4a49-af52-c48bd09181d8,19,A,0.9768449019410005
1672531200,_1375d3b7-9452-49bd-8283-30b4f90446fd,108_batt,C,0.969228503840095
1672531200,_85444c65-ada4-4e4f-bc3b-a5f93fe2ccc5,108_batt,A,0.9583092522445821
1672531200,_afe7e6ab-b9e0-4cc6-8370-f8cabc227387,108_batt,B,0.9813375794222128
1672531200,_385a9ad6-92d7-4caf-ba79-2ec366f749b0,48,C,0.9819793574494465
1672531200,_620860cd-052b-4268-a605-04bc167fc4b8,48,B,0.9925342487418332
1672531200,_c3e7a8fe-b625-431e-8daa-ac07564d507b,48,A,0.9727288311038784
1672531200,_a36cf061-7741-4cdb-9039-2dc0139300e7,103,C,0.9817584590629227
1672531200,_7f7f6d84-0bc7-4b40-b114-e5cf3f14f8df,35,B,0.9947560100230513
1672531200,_b5b49840-b321-4916-9658-91e3a9167183,35,C,0.9841490813364144
1672531200,_d1657786-8a54-4713-9dd8-74487c4b53c6,35,A,0.9757424634591697
1672531200,_1219f702-1ae0-4f19-b714-f753de355975,20,A,0.9764800660871337
1672531200,_9f91e5c8-77a7-4016-8f80-871bee6aa7e8,30,C,0.9825954016983902
1672531200,_a5022cd9-a284-4f42-9d3c-fc989f909761,30,A,0.9763846406735969
1672531200,_a89b7962-ded3-463f-b971-22bc08c57ce8,30,B,0.9962858590723199
1672531200,_f61f87ba-a1f2-4504-a572-d883c6279bba,46,A,0.9728962819865499
1672531200,_2478f4b8-d4d3-4af5-a91a-5f6b04c80d32,450,A,0.9743629429873129
1672531200,_9ba17edb-9e63-4290-ba00-89685c14cb58,450,B,0.9950781124832244
1672531200,_f512e00b-0953-4273-8054-6f65ae315f67,450,C,0.9831646413796229
1672531200,_77518d27-5a66-4c0c-b973-b6b3a6abd3e0,104,C,1.7003526538659015
1672531200,_6086d1de-a18f-4cea-af6f-1a4a5e8b6cad,7,A,0.989336459120658
1672531200,_cbbbfe91-e249-4afd-b459-e333932cd8aa,7,C,0.9935179983560322
1672531200,_d3fe2be4-ddd3-4cbe-baee-17f41612f9fe,7,B,0.9989879448113046
1672531200,_995c740a-afbd-46e2-a321-99b40104be30,54,A,0.9782077896008154
1672531200,_a3939d65-50ca-45df-83e7-3d9afb08c07e,59,B,0.9968425708279708
1672531200,_45fa0609-1f68-47dd-9e21-ee31a14d7620,101,A,0.9736928326754907
1672531200,_ed17bf3e-ca2b-462e-9177-7c294df462f4,101,B,0.9951581581516763
1672531200,_6f77cde8-d1ec-49e8-a594-9dc9c47acea3,160,B,0.9958242076313252
1672531200,_7fe14fc1-20cf-49fa-b4eb-e71f59912ed9,160,A,0.9753430128441749
1672531200,_d32b6557-5dbe-42f9-8b1e-08f3bfcdfc3a,160,C,0.9846924870573771
1672531200,_64ba4104-5235-4075-8527-6d98bdb1e502,30,C,0.9825954016983902
1672531200,_743d0a99-06fa-495d-90ac-19d77c60b330,95,C,0.9871871483430998
1672531200,_9bc994c8-3286-4a8c-b692-5902620b96cb,95,A,0.975016544824551
1672531200,_ce761227-a02b-450a-bb77-9aa4f35a95f4,95,B,0.9954517340272054
1672531200,_13a91007-9ac9-4b29-a629-e824a850b829,102,C,0.982488139305219
1672531200,_2975544d-43e3-4d18-bceb-a0a5229b93f4,50,C,0.9817951409863812
1672531200,_330f9dcb-1947-4b53-bf27-1b9cf7151f8f,50,B,0.9924202766105811
1672531200,_35d82a63-9883-4ce7-8515-d01d7b234ad1,50,A,0.9727258397823262
1672531200,_918423fa-343b-40f8-b87b-696405f8a7a7,63,A,0.9744213439955512
1672531200,_c1f69ab1-7fab-499d-ac96-5e358d8a8d6c,63,B,0.9945888563363801
1672531200,_fef3cc88-ad96-4502-88ee-2f63e78669b9,63,C,0.9826737366948393
1672531200,_2cb01b59-b519-492a-a08d-1e3d20a53c62,27,C,0.9829061581301592
1672531200,_39170453-8790-4e1d-adff-e2b9f6bde775,27,A,0.9762390922464048
1672531200,_860223a8-7f1d-4174-a7af-ac50e5c09a8c,46,A,0.9728962819865499
1672531200,_59c0ae13-92c1-4123-a5c9-35b95d66269d,21,C,0.9841430999333772
1672531200,_c92c2edf-59fe-41c7-a106-4acb8ce8b21a,21,A,0.9770608182646172
1672531200,_f96041bd-0da3-4340-be2c-15c7c40e112a,21,B,0.9958805069967597
1672531200,_a407a09f-0522-40d9-a205-c49451b4e612,6,C,0.9945189011507436
1672531200,_4e16f500-e623-4168-a9e7-8c94007d9679,23_batt,B,0.9849355556957329
1672531200,_5f971189-da84-4a36-a25d-d983f8c97e9c,23_batt,C,0.9723495969862802
1672531200,_f469181b-e4b2-44de-9bfa-95e142346511,23_batt,A,0.9655461420209431
1672531200,_7fe6b406-d322-4767-b570-ba85d19abe7c,20,A,0.9764800660871337
1672531200,_9db6c96d-c56f-402f-a66d-3b900e4712b7,112,A,0.9690853933812221
1672531200,_fdccfeb1-2e78-4672-a6fc-073ae493b5e7,101,C,0.9831196160188184
1672531200,_8765dcd5-7f3f-441d-b8f0-f9b4f86db160,109,A,0.9702080012518092
1672531200,_54290d92-9fdd-4dab-88cf-8073797483b0,7,A,0.989336459120658
1672531200,_5d20136c-a4cd-430f-b582-255120c93ba0,250,C,0.9825954048161154
1672531200,_6a29dfd8-095f-42c5-9209-1259bb32f445,250,B,0.9962858620039847
1672531200,_c8233f36-d0aa-4646-a613-904ebc3f011e,250,A,0.9763846432350672
1672531200,_56ef780e-5d81-48d7-8bde-8b542819a28c,24,C,0.9828927800228119
1672531200,_a582f7c5-afdc-4bdc-ad1c-23478af36f60,81,A,0.9802765260421162
1672531200,_00d6aa46-583f-4082-afd6-ebd39b94f28f,81,C,0.9885501162138837
1672531200,_7e8ec0c8-d375-446f-bb15-1a3266c5c7f2,81,B,1.0013103391858553
1672531200,_25fa5bdb-0d60-489e-b0de-55fa532ef39e,47,A,0.9728482093218062
1672531200,_36eec408-6eb2-4fa6-a14d-4382e9189782,47,C,0.9820753426700721
1672531200,_40eb6411-baa0-44ea-8724-7f4556cd790a,47,B,0.9926517762766539
1672531200,_4d0e031f-e4a9-48da-a8c7-91af67a6d431,107,B,0.9936141577385292
1672531200,_385b0831-8e57-4a48-bf51-058c7e40651a,67,C,0.9840441711419899
1672531200,_4069b42e-8d5e-49a3-91f0-9185b457bd1a,67,B,0.996087812440007
1672531200,_74f4752b-b5d1-4e68-86d5-aac478960ed6,67,A,0.9749048883643602
1672531200,_45cae5c2-f1ad-4ea0-91eb-c7e9a387534d,149,B,0.9999767224026453
1672531200,_b73493a1-fb9d-437e-9971-d5ebea8e615f,149,A,0.9999715517521677
1672531200,_d4e5e89d-0894-4f20-aef4-0ec64e0cb96d,149,C,0.9999740744233424
1672531200,_7da8b385-e988-4248-9719-173dfeb4d7a1,3,C,0.9953467916742365
1672531200,_013ed683-4f58-494f-ad38-b257d32f393e,86_batt,A,0.9619469437322169
1672531200,_036ee028-1516-4ea1-b02b-8c823285e21a,86_batt,B,0.9826016664990254
1672531200,_15907bff-144f-47c2-a05e-df8830d9177b,86_batt,C,0.972440085209542
1672531200,_7e8308ca-f295-4d07-b162-6edd1ad4d009,34,C,0.988923964565397
1672531200,_64c4b7ea-c6e7-477b-aede-1fea4aade658,102,C,0.982488139305219
1672531200,_78f244e6-a2f1-4788-aaf7-6bbd4202caec,45,A,0.9730646654324551
1672531200,_0b4de886-127c-45d4-bad3-5c9aaa1113fa,78,A,0.9776301806325689
1672531200,_0cc1bd99-046a-449f-abaf-e97551724e95,78,C,0.9867330758919652
1672531200,_754b785d-1676-4562-87ad-8a457a1e7e55,78,B,0.998639131642382
1672531200,_b4b532ce-6574-4f1a-b2d4-461cc823221b,83,C,0.9902911823376194
1672531200,_53ee9397-7d4e-42f8-990d-117c276b8931,1,B,0.9993826787771656
1672531200,_6eacfade-166a-43fd-a3b8-f0ed25eb6ae2,135,C,0.9848276396051869
1672531200,_a1f84680-08e8-4413-a09d-444f39d72fca,135,A,0.977404161919785
1672531200,_bae36d8d-b0a1-4f95-9114-331197d2bd88,135,B,0.9959673027176551
1672531200,_1b9ec02d-a3ea-41ca-be5f-984d77f18b8c,150r,A,0.9999846302047619
1672531200,_7510793b-7b3a-465e-9855-45ca4e618c20,150r,B,0.9999883724996561
1672531200,_e9934409-08d2-4522-bd59-1e7b10fcb5f5,150r,C,0.9999865724301455
1672531200,_0e821786-a296-4543-87c6-98ff75008efd,35,A,0.9757424634591697
1672531200,_4ff921fb-13d2-43a3-a554-fc020530f8da,80,C,0.9880949843486759
1672531200,_dcf9be4d-d5b3-4970-948e-588f2343cd0b,80,A,0.979557169570604
1672531200,_fe3d594b-7f28-48e4-a30f-2851ba9e843c,2,B,0.9992844659479317
1672531200,_3a985e5e-909c-484b-9bbb-2d527092f3b8,105,A,0.9728896771484427
1672531200,_5b8ff048-8108-4968-a8ae-7f27c9cba456,105,B,0.9947647747133017
1672531200,_f9a3e170-26e4-40d1-b078-385fb4491fd8,105,C,0.9830368345929291
1672531200,_4cbbfbfb-3fff-4f8c-81fe-602bdbd0a252,55,A,1.6954045881606055
1672531200,_0d0fd7f4-34ed-43e3-9bb8-d0be921cbdc9,48,C,0.9819793574494465
1672531200,_35f0637f-c112-46ea-b77f-d83a4b3bd57d,48,B,0.9925342487418332
1672531200,_e4ccffc7-86fc-4d82-8519-cd35be8cb348,48,A,0.9727288311038784
1672531200,_7ffbe0b9-f203-4027-b7ec-907c5a6007a3,300,B,0.9946654408164145
1672531200,_837520e6-c120-414d-a844-4caa07b6f0d4,300,C,0.9827325595694175
1672531200,_c349fce4-9f6f-4f47-8d00-49427896b70a,300,A,0.9719763428988821
1672531200,_2a20eb61-3e8d-465a-84ad-e3f448055b6d,18,C,0.9848293305646101
1672531200,_78dc9460-e5de-4ad8-ad87-e8709840c293,18,B,0.995969081037362
1672531200,_878cc70f-abf4-4936-9d13-295bf3b24bf5,18,A,0.9774061774884855
1672531200,_0f963013-2129-48ef-97a6-522175998a44,52,B,0.9982074338358418
1672531200,_8d87f51d-3822-4a24-946b-66686d6bb9cd,52,A,0.9799471100896046
1672531200,_cb30f223-f394-4b0f-88d6-6140256a6458,52,C,0.9883226394558986
1672531200,_ca47d3d7-ea39-4cae-a596-e278a75c66b1,114,A,0.9680190075942166
1672531200,_472465df-1f6e-406e-a103-ffeaddc486ef,61,C,0.9847006161002739
1672531200,_d10c134b-c965-47d8-b9d2-92e483af715b,61,A,0.9753514450160212
1672531200,_3305043c-89aa-4f7b-9676-e9e694539c73,61,B,0.9958322121815224
1672531200,_70270e60-0af3-428e-8eba-347ae1d99375,103,C,0.9817584590629227
1672531200,_4010ad58-7162-4c91-b50c-2ea07656acf2,11,A,0.9847606500519375
1672531200,_ca120920-d0a8-4abe-874f-1f0d087cabe7,55,A,0.9781180316311185
1672531200,_1c30e123-a1c5-49e9-a6b5-b391ab600dd2,86,A,0.9755592036814303
1672531200,_56dc0d5a-4896-4755-85d1-a8729b9d37f1,86,C,0.9858968763914815
1672531200,_bbb3c377-174d-4947-bc89-0197e2c003ae,86,B,0.9959113196060757
1672531200,_3b8b4a5b-4d0a-4651-bf9f-8bac6c56a894,10,A,0.9849009709115513
1672531200,_2bf88d9a-cda3-4c1e-93c9-c9a91f66e598,31,C,0.982666515492108
